structure_candidate_id,candidate_generation_version,group,pattern_type,feature_atom_ids,threshold_ids,lookback_days,profile_window_bucket,sequence_lag_days,dedup_gap_days,profile_definition,action_time_definition,trigger_date_policy,background_control_policy,formula_hash,config_row_hash,feature,operator,threshold,required_days,observable_trigger_rule,max_lag_days,first_trigger_only_flag,raw_feature_list,shared_feature_family
r02v2_acceleration_and_gap_persistence_3fbc74_0602d7_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,acceleration_and_gap,persistence,acceleration_ret1d,0602d7c813,3,build_window,0,20,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,91016f0c008ef9d3,06b40825bafa2b86,return1d,>=,0.05,3,return1d >= 0.05; rolling_days=3; required_days=3; window=build_window,0,True,return1d,acceleration
r02v2_pullback_hold_and_recovery_point_in_window_existence_84a958_4469f7_a96cae_6b86b2_f5ca38,r02_v2_candidate_grid_v1,pullback_hold_and_recovery,point_in_window_existence,pullback_prior20,4469f737b2,1,early_window,0,20,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=early_window,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=early_window,first_observable_pattern_complete_date,both,73d2cc93845c3894,5af41075c2e2872c,prior20_pullback_depth,<=,0.12,1,prior20_pullback_depth <= 0.12; rolling_days=1; required_days=1; window=early_window,0,True,prior20_pullback_depth,pullback
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,3,build_window,0,20,rps20 > 0.8; rolling_days=3; required_days=3; window=build_window,rps20 > 0.8; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,20a8fb11af1fcb82,31a7e87919e53556,rps20,>,0.8,3,rps20 > 0.8; rolling_days=3; required_days=3; window=build_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,5,build_window,0,20,rps20 > 0.8; rolling_days=5; required_days=3; window=build_window,rps20 > 0.8; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,947b760cb7b43d17,bf278dd5f2ad9289,rps20,>,0.8,3,rps20 > 0.8; rolling_days=5; required_days=3; window=build_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,3,continuation_window,0,20,rps20 > 0.8; rolling_days=3; required_days=3; window=continuation_window,rps20 > 0.8; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,3a724fb610f69170,f8acb80e8a468534,rps20,>,0.8,3,rps20 > 0.8; rolling_days=3; required_days=3; window=continuation_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,5,continuation_window,0,20,rps20 > 0.8; rolling_days=5; required_days=3; window=continuation_window,rps20 > 0.8; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,1b58f4ae38907f0a,57683988808632e1,rps20,>,0.8,3,rps20 > 0.8; rolling_days=5; required_days=3; window=continuation_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,3,full_window,0,20,rps20 > 0.8; rolling_days=3; required_days=3; window=full_window,rps20 > 0.8; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,72b5c7c5e2dde506,1f295e564571cde9,rps20,>,0.8,3,rps20 > 0.8; rolling_days=3; required_days=3; window=full_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,5,full_window,0,20,rps20 > 0.8; rolling_days=5; required_days=3; window=full_window,rps20 > 0.8; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,bc62f4b02b0238f2,d0be40925d660ce9,rps20,>,0.8,3,rps20 > 0.8; rolling_days=5; required_days=3; window=full_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,3,early_window,0,20,rps20 > 0.8; rolling_days=3; required_days=3; window=early_window,rps20 > 0.8; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,d91b36777e171503,9247ba0779c36921,rps20,>,0.8,3,rps20 > 0.8; rolling_days=3; required_days=3; window=early_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_1e9d7c_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,1e9d7c27c8,5,early_window,0,20,rps20 > 0.8; rolling_days=5; required_days=3; window=early_window,rps20 > 0.8; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,1e2fd9411a1bde80,f73a5b097e747468,rps20,>,0.8,3,rps20 > 0.8; rolling_days=5; required_days=3; window=early_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,3,build_window,0,20,rps20 > 0.7; rolling_days=3; required_days=3; window=build_window,rps20 > 0.7; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,07134fd39b597316,77a38d62d2ae2d9e,rps20,>,0.7,3,rps20 > 0.7; rolling_days=3; required_days=3; window=build_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,5,build_window,0,20,rps20 > 0.7; rolling_days=5; required_days=3; window=build_window,rps20 > 0.7; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,acf7140b6cb0bd2b,7db3c9f8bfe55b2f,rps20,>,0.7,3,rps20 > 0.7; rolling_days=5; required_days=3; window=build_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,3,continuation_window,0,20,rps20 > 0.7; rolling_days=3; required_days=3; window=continuation_window,rps20 > 0.7; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,7cc1135b2ee7db04,9d044d72ca114f5e,rps20,>,0.7,3,rps20 > 0.7; rolling_days=3; required_days=3; window=continuation_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,5,continuation_window,0,20,rps20 > 0.7; rolling_days=5; required_days=3; window=continuation_window,rps20 > 0.7; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,de90d08d8e338275,6e50f783f0d007a5,rps20,>,0.7,3,rps20 > 0.7; rolling_days=5; required_days=3; window=continuation_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,3,full_window,0,20,rps20 > 0.7; rolling_days=3; required_days=3; window=full_window,rps20 > 0.7; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,cd4a2f4a52d5caca,3084e7cf4e8347f3,rps20,>,0.7,3,rps20 > 0.7; rolling_days=3; required_days=3; window=full_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,5,full_window,0,20,rps20 > 0.7; rolling_days=5; required_days=3; window=full_window,rps20 > 0.7; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,fd4f7497f73a68c1,5c73f78f45579d42,rps20,>,0.7,3,rps20 > 0.7; rolling_days=5; required_days=3; window=full_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,3,early_window,0,20,rps20 > 0.7; rolling_days=3; required_days=3; window=early_window,rps20 > 0.7; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,e6742bcdb07d4dae,6dc22e1864d1a865,rps20,>,0.7,3,rps20 > 0.7; rolling_days=3; required_days=3; window=early_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_973b37_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,973b372a51,5,early_window,0,20,rps20 > 0.7; rolling_days=5; required_days=3; window=early_window,rps20 > 0.7; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,c136343b62b08989,8840014b9ee59201,rps20,>,0.7,3,rps20 > 0.7; rolling_days=5; required_days=3; window=early_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,3,build_window,0,20,rps20 > 0.6; rolling_days=3; required_days=3; window=build_window,rps20 > 0.6; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,886e79fe0934b563,8b3852702b11d9f2,rps20,>,0.6,3,rps20 > 0.6; rolling_days=3; required_days=3; window=build_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,5,build_window,0,20,rps20 > 0.6; rolling_days=5; required_days=3; window=build_window,rps20 > 0.6; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,e7f86f4221fd2c50,9eef5928e984cd57,rps20,>,0.6,3,rps20 > 0.6; rolling_days=5; required_days=3; window=build_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,3,continuation_window,0,20,rps20 > 0.6; rolling_days=3; required_days=3; window=continuation_window,rps20 > 0.6; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,3812f2b977ba1c83,6437ad4d9e84e28d,rps20,>,0.6,3,rps20 > 0.6; rolling_days=3; required_days=3; window=continuation_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,5,continuation_window,0,20,rps20 > 0.6; rolling_days=5; required_days=3; window=continuation_window,rps20 > 0.6; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,3972e986de8d3b70,6de1c4111a4a1833,rps20,>,0.6,3,rps20 > 0.6; rolling_days=5; required_days=3; window=continuation_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,3,full_window,0,20,rps20 > 0.6; rolling_days=3; required_days=3; window=full_window,rps20 > 0.6; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,36f3083299333d10,e438b813448306f6,rps20,>,0.6,3,rps20 > 0.6; rolling_days=3; required_days=3; window=full_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,5,full_window,0,20,rps20 > 0.6; rolling_days=5; required_days=3; window=full_window,rps20 > 0.6; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,ecd67330674367f2,470a631148adf0c8,rps20,>,0.6,3,rps20 > 0.6; rolling_days=5; required_days=3; window=full_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,3,early_window,0,20,rps20 > 0.6; rolling_days=3; required_days=3; window=early_window,rps20 > 0.6; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,6c25dd2e7210fbd9,3ba4f4be9847eb88,rps20,>,0.6,3,rps20 > 0.6; rolling_days=3; required_days=3; window=early_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_2aeb80_b4af4e_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps20,b4af4e0d40,5,early_window,0,20,rps20 > 0.6; rolling_days=5; required_days=3; window=early_window,rps20 > 0.6; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,689fa22fa019e753,dde112536054a24f,rps20,>,0.6,3,rps20 > 0.6; rolling_days=5; required_days=3; window=early_window,0,True,rps20,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,3,build_window,0,20,rps5 > 0.8; rolling_days=3; required_days=3; window=build_window,rps5 > 0.8; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,2ea3270dd4ca16af,402415db406ea48f,rps5,>,0.8,3,rps5 > 0.8; rolling_days=3; required_days=3; window=build_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_156070_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,5,build_window,0,20,rps5 > 0.8; rolling_days=5; required_days=3; window=build_window,rps5 > 0.8; rolling_days=5; required_days=3; window=build_window,first_observable_pattern_complete_date,both,7d8c94b280fc2e03,ec3400b584286b12,rps5,>,0.8,3,rps5 > 0.8; rolling_days=5; required_days=3; window=build_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_23e5f3_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,3,continuation_window,0,20,rps5 > 0.8; rolling_days=3; required_days=3; window=continuation_window,rps5 > 0.8; rolling_days=3; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,23f790bcaada1abd,6d64b05e7cb950f9,rps5,>,0.8,3,rps5 > 0.8; rolling_days=3; required_days=3; window=continuation_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_23e5f3_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,5,continuation_window,0,20,rps5 > 0.8; rolling_days=5; required_days=3; window=continuation_window,rps5 > 0.8; rolling_days=5; required_days=3; window=continuation_window,first_observable_pattern_complete_date,both,511906890adf4996,f303a5353516bd69,rps5,>,0.8,3,rps5 > 0.8; rolling_days=5; required_days=3; window=continuation_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_60f76f_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,3,full_window,0,20,rps5 > 0.8; rolling_days=3; required_days=3; window=full_window,rps5 > 0.8; rolling_days=3; required_days=3; window=full_window,first_observable_pattern_complete_date,both,5d7a878c216b1953,476646f79f9f2252,rps5,>,0.8,3,rps5 > 0.8; rolling_days=3; required_days=3; window=full_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_60f76f_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,5,full_window,0,20,rps5 > 0.8; rolling_days=5; required_days=3; window=full_window,rps5 > 0.8; rolling_days=5; required_days=3; window=full_window,first_observable_pattern_complete_date,both,3dd1194914d057df,ea589da2a60ce3e3,rps5,>,0.8,3,rps5 > 0.8; rolling_days=5; required_days=3; window=full_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_a96cae_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,3,early_window,0,20,rps5 > 0.8; rolling_days=3; required_days=3; window=early_window,rps5 > 0.8; rolling_days=3; required_days=3; window=early_window,first_observable_pattern_complete_date,both,9cb8381d9ea5c675,5e98f9e656582b7e,rps5,>,0.8,3,rps5 > 0.8; rolling_days=3; required_days=3; window=early_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_1e9d7c_a96cae_ef2d12_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,1e9d7c27c8,5,early_window,0,20,rps5 > 0.8; rolling_days=5; required_days=3; window=early_window,rps5 > 0.8; rolling_days=5; required_days=3; window=early_window,first_observable_pattern_complete_date,both,450c07cf5aff41e9,2b0f8b374418c1cc,rps5,>,0.8,3,rps5 > 0.8; rolling_days=5; required_days=3; window=early_window,0,True,rps5,relative_strength
r02v2_relative_strength_confirmation_persistence_59f3c8_973b37_156070_4e0740_f5ca38,r02_v2_candidate_grid_v1,relative_strength_confirmation,persistence,rps5,973b372a51,3,build_window,0,20,rps5 > 0.7; rolling_days=3; required_days=3; window=build_window,rps5 > 0.7; rolling_days=3; required_days=3; window=build_window,first_observable_pattern_complete_date,both,b297a85333d69cbe,fc80caeae189f716,rps5,>,0.7,3,rps5 > 0.7; rolling_days=3; required_days=3; window=build_window,0,True,rps5,relative_strength
